,sheet,address,value,formula_addr
2130,Banks_interest,D61,0.0391,0.0391
2131,Banks_interest,E61,0.0391,0.0391
2132,Banks_interest,A62,الرياض,الرياض
2133,Banks_interest,B62,13,13
2134,Banks_interest,C62,0.0385,0.0385
2135,Banks_interest,D62,0.0393,0.0393
2136,Banks_interest,E62,0.0393,0.0393
2137,Banks_interest,A63,الرياض,الرياض
2138,Banks_interest,B63,14,14
2139,Banks_interest,C63,0.039,0.039
2140,Banks_interest,D63,0.0396,0.0396
2141,Banks_interest,E63,0.0396,0.0396
2142,Banks_interest,A64,الرياض,الرياض
2143,Banks_interest,B64,15,15
2144,Banks_interest,C64,0.0395,0.0395
2145,Banks_interest,D64,0.0399,0.0399
2146,Banks_interest,E64,0.0399,0.0399
2147,Banks_interest,A65,الرياض,الرياض
2148,Banks_interest,B65,16,16
2149,Banks_interest,C65,0.04,0.04
2150,Banks_interest,D65,0.0403,0.0403
2151,Banks_interest,E65,0.0403,0.0403
2152,Banks_interest,A66,الرياض,الرياض
2153,Banks_interest,B66,17,17
2154,Banks_interest,C66,0.0405,0.0405
2155,Banks_interest,D66,0.0407,0.0407
2156,Banks_interest,E66,0.0407,0.0407
2157,Banks_interest,A67,الرياض,الرياض
2158,Banks_interest,B67,18,18
2159,Banks_interest,C67,0.041,0.041
2160,Banks_interest,D67,0.0412,0.0412
2161,Banks_interest,E67,0.0412,0.0412
2162,Banks_interest,A68,الرياض,الرياض
2163,Banks_interest,B68,19,19
2164,Banks_interest,C68,0.0415,0.0415
2165,Banks_interest,D68,0.0416,0.0416
2166,Banks_interest,E68,0.0416,0.0416
2167,Banks_interest,A69,الرياض,الرياض
2168,Banks_interest,B69,20,20
2169,Banks_interest,C69,0.042,0.042
2170,Banks_interest,D69,0.042,0.042
2171,Banks_interest,E69,0.042,0.042
2172,Banks_interest,A70,الرياض,الرياض
2173,Banks_interest,B70,21,21
2174,Banks_interest,C70,0.0426,0.0426
2175,Banks_interest,D70,0.0421,0.0421
2176,Banks_interest,E70,0.0421,0.0421
2177,Banks_interest,A71,الرياض,الرياض
2178,Banks_interest,B71,22,22
2179,Banks_interest,C71,0.0432,0.0432
2180,Banks_interest,D71,0.0422,0.0422
2181,Banks_interest,E71,0.0422,0.0422
2182,Banks_interest,A72,الرياض,الرياض
2183,Banks_interest,B72,23,23
2184,Banks_interest,C72,0.0438,0.0438
2185,Banks_interest,D72,0.0423,0.0423
2186,Banks_interest,E72,0.0423,0.0423
2187,Banks_interest,A73,الرياض,الرياض
2188,Banks_interest,B73,24,24
2189,Banks_interest,C73,0.0444,0.0444
2190,Banks_interest,D73,0.0424,0.0424
2191,Banks_interest,E73,0.0424,0.0424
2192,Banks_interest,A74,الرياض,الرياض
2193,Banks_interest,B74,25,25
2194,Banks_interest,C74,0.045,0.045
2195,Banks_interest,D74,0.0425,0.0425
2196,Banks_interest,E74,0.0425,0.0425
2197,Banks_interest,A75,الرياض,الرياض
2198,Banks_interest,B75,26,26
2199,Banks_interest,C75,0.0455,0.0455
2200,Banks_interest,D75,0.0426,0.0426
2201,Banks_interest,E75,0.0426,0.0426
2202,Banks_interest,A76,الرياض,الرياض
2203,Banks_interest,B76,27,27
2204,Banks_interest,C76,0.046,0.046
2205,Banks_interest,D76,0.0427,0.0427
2206,Banks_interest,E76,0.0427,0.0427
2207,Banks_interest,A77,الرياض,الرياض
2208,Banks_interest,B77,28,28
2209,Banks_interest,C77,0.0465,0.0465
2210,Banks_interest,D77,0.0428,0.0428
2211,Banks_interest,E77,0.0428,0.0428
2212,Banks_interest,A78,الرياض,الرياض
2213,Banks_interest,B78,29,29
2214,Banks_interest,C78,0.047,0.047
2215,Banks_interest,D78,0.0429,0.0429
2216,Banks_interest,E78,0.0429,0.0429
2217,Banks_interest,A79,الرياض,الرياض
2218,Banks_interest,B79,30,30
2219,Banks_interest,C79,0.0475,0.0475
2220,Banks_interest,D79,0.043,0.043
2221,Banks_interest,E79,0.043,0.043
2222,Banks_interest,A80,العربي الوطني,العربي الوطني
2223,Banks_interest,B80,5,5
2224,Banks_interest,C80,0.024999999999999998,0.024999999999999998
2225,Banks_interest,D80,0.0231,0.0231
2226,Banks_interest,E80,0.0231,0.0231
2227,Banks_interest,A81,العربي الوطني,العربي الوطني
2228,Banks_interest,B81,6,6
2229,Banks_interest,C81,0.0255,0.0255
2230,Banks_interest,D81,0.02378,0.02378
2231,Banks_interest,E81,0.02378,0.02378
2232,Banks_interest,A82,العربي الوطني,العربي الوطني
2233,Banks_interest,B82,7,7
2234,Banks_interest,C82,0.026,0.026
2235,Banks_interest,D82,0.02446,0.02446
2236,Banks_interest,E82,0.02446,0.02446
2237,Banks_interest,A83,العربي الوطني,العربي الوطني
2238,Banks_interest,B83,8,8
2239,Banks_interest,C83,0.0265,0.0265
2240,Banks_interest,D83,0.02514,0.02514
2241,Banks_interest,E83,0.02514,0.02514
2242,Banks_interest,A84,العربي الوطني,العربي الوطني
2243,Banks_interest,B84,9,9
2244,Banks_interest,C84,0.027,0.027
2245,Banks_interest,D84,0.02582,0.02582
2246,Banks_interest,E84,0.02582,0.02582
2247,Banks_interest,A85,العربي الوطني,العربي الوطني
2248,Banks_interest,B85,10,10
2249,Banks_interest,C85,0.0275,0.0275
2250,Banks_interest,D85,0.0265,0.0265
2251,Banks_interest,E85,0.0265,0.0265
2252,Banks_interest,A86,العربي الوطني,العربي الوطني
2253,Banks_interest,B86,11,11
2254,Banks_interest,C86,0.028,0.028
2255,Banks_interest,D86,0.02718,0.02718
2256,Banks_interest,E86,0.02718,0.02718
2257,Banks_interest,A87,العربي الوطني,العربي الوطني
2258,Banks_interest,B87,12,12
2259,Banks_interest,C87,0.0285,0.0285
2260,Banks_interest,D87,0.02786,0.02786
2261,Banks_interest,E87,0.02786,0.02786
2262,Banks_interest,A88,العربي الوطني,العربي الوطني
2263,Banks_interest,B88,13,13
2264,Banks_interest,C88,0.029,0.029
2265,Banks_interest,D88,0.02854,0.02854
2266,Banks_interest,E88,0.02854,0.02854
2267,Banks_interest,A89,العربي الوطني,العربي الوطني
2268,Banks_interest,B89,14,14
2269,Banks_interest,C89,0.029500000000000002,0.029500000000000002
2270,Banks_interest,D89,0.02922,0.02922
2271,Banks_interest,E89,0.02922,0.02922
2272,Banks_interest,A90,العربي الوطني,العربي الوطني
2273,Banks_interest,B90,15,15
2274,Banks_interest,C90,0.03,0.03
2275,Banks_interest,D90,0.0299,0.0299
2276,Banks_interest,E90,0.0299,0.0299
2277,Banks_interest,A91,العربي الوطني,العربي الوطني
2278,Banks_interest,B91,16,16
2279,Banks_interest,C91,0.0305,0.0305
2280,Banks_interest,D91,0.0305,0.0305
2281,Banks_interest,E91,0.0305,0.0305
2282,Banks_interest,A92,العربي الوطني,العربي الوطني
2283,Banks_interest,B92,17,17
2284,Banks_interest,C92,0.031,0.031
2285,Banks_interest,D92,0.0311,0.0311
2286,Banks_interest,E92,0.0311,0.0311
2287,Banks_interest,A93,العربي الوطني,العربي الوطني
2288,Banks_interest,B93,18,18
2289,Banks_interest,C93,0.0315,0.0315
2290,Banks_interest,D93,0.0317,0.0317
2291,Banks_interest,E93,0.0317,0.0317
2292,Banks_interest,A94,العربي الوطني,العربي الوطني
2293,Banks_interest,B94,19,19
2294,Banks_interest,C94,0.032,0.032
2295,Banks_interest,D94,0.032299999999999995,0.032299999999999995
2296,Banks_interest,E94,0.032299999999999995,0.032299999999999995
2297,Banks_interest,A95,العربي الوطني,العربي الوطني
2298,Banks_interest,B95,20,20
2299,Banks_interest,C95,0.0325,0.0325
2300,Banks_interest,D95,0.0329,0.0329
2301,Banks_interest,E95,0.0329,0.0329
2302,Banks_interest,A96,العربي الوطني,العربي الوطني
2303,Banks_interest,B96,21,21
2304,Banks_interest,C96,0.033,0.033
2305,Banks_interest,D96,0.03342,0.03342
2306,Banks_interest,E96,0.03342,0.03342
2307,Banks_interest,A97,العربي الوطني,العربي الوطني
2308,Banks_interest,B97,22,22
2309,Banks_interest,C97,0.0335,0.0335
2310,Banks_interest,D97,0.03394,0.03394
2311,Banks_interest,E97,0.03394,0.03394
2312,Banks_interest,A98,العربي الوطني,العربي الوطني
2313,Banks_interest,B98,23,23
2314,Banks_interest,C98,0.034,0.034
2315,Banks_interest,D98,0.03446,0.03446
2316,Banks_interest,E98,0.03446,0.03446
2317,Banks_interest,A99,العربي الوطني,العربي الوطني
2318,Banks_interest,B99,24,24
2319,Banks_interest,C99,0.0345,0.0345
2320,Banks_interest,D99,0.03498,0.03498
2321,Banks_interest,E99,0.03498,0.03498
2322,Banks_interest,A100,العربي الوطني,العربي الوطني
2323,Banks_interest,B100,25,25
2324,Banks_interest,C100,0.035,0.035
2325,Banks_interest,D100,0.0355,0.0355
2326,Banks_interest,E100,0.0355,0.0355
2327,Banks_interest,A101,العربي الوطني,العربي الوطني
2328,Banks_interest,B101,26,26
2329,Banks_interest,C101,0.0356,0.0356
2330,Banks_interest,D101,0.0355,0.0355
2331,Banks_interest,E101,0.0355,0.0355
2332,Banks_interest,A102,العربي الوطني,العربي الوطني
2333,Banks_interest,B102,27,27
2334,Banks_interest,C102,0.036199999999999996,0.036199999999999996
2335,Banks_interest,D102,0.0355,0.0355
2336,Banks_interest,E102,0.0355,0.0355
2337,Banks_interest,A103,العربي الوطني,العربي الوطني
2338,Banks_interest,B103,28,28
2339,Banks_interest,C103,0.03679999999999999,0.03679999999999999
2340,Banks_interest,D103,0.0355,0.0355
2341,Banks_interest,E103,0.0355,0.0355
2342,Banks_interest,A104,العربي الوطني,العربي الوطني
2343,Banks_interest,B104,29,29
2344,Banks_interest,C104,0.03739999999999999,0.03739999999999999
2345,Banks_interest,D104,0.0355,0.0355
2346,Banks_interest,E104,0.0355,0.0355
2347,Banks_interest,A105,العربي الوطني,العربي الوطني
2348,Banks_interest,B105,30,30
2349,Banks_interest,C105,0.038,0.038
2350,Banks_interest,D105,0.0355,0.0355
2351,Banks_interest,E105,0.0355,0.0355
2352,Banks_interest,A106,الانماء,الانماء
2353,Banks_interest,B106,5,5
2354,Banks_interest,C106,0.024999999999999998,0.024999999999999998
2355,Banks_interest,D106,0.0231,0.0231
2356,Banks_interest,E106,0.0231,0.0231
2357,Banks_interest,A107,الانماء,الانماء
2358,Banks_interest,B107,6,6
2359,Banks_interest,C107,0.0255,0.0255
2360,Banks_interest,D107,0.02378,0.02378
2361,Banks_interest,E107,0.02378,0.02378
2362,Banks_interest,A108,الانماء,الانماء
2363,Banks_interest,B108,7,7
2364,Banks_interest,C108,0.026,0.026
2365,Banks_interest,D108,0.02446,0.02446
2366,Banks_interest,E108,0.02446,0.02446
2367,Banks_interest,A109,الانماء,الانماء
2368,Banks_interest,B109,8,8
2369,Banks_interest,C109,0.0265,0.0265
2370,Banks_interest,D109,0.02514,0.02514
2371,Banks_interest,E109,0.02514,0.02514
2372,Banks_interest,A110,الانماء,الانماء
2373,Banks_interest,B110,9,9
2374,Banks_interest,C110,0.027,0.027
2375,Banks_interest,D110,0.02582,0.02582
2376,Banks_interest,E110,0.02582,0.02582
2377,Banks_interest,A111,الانماء,الانماء
2378,Banks_interest,B111,10,10
2379,Banks_interest,C111,0.0275,0.0275
2380,Banks_interest,D111,0.0265,0.0265
2381,Banks_interest,E111,0.0265,0.0265
2382,Banks_interest,A112,الانماء,الانماء
2383,Banks_interest,B112,11,11
2384,Banks_interest,C112,0.028,0.028
2385,Banks_interest,D112,0.02718,0.02718
2386,Banks_interest,E112,0.02718,0.02718
2387,Banks_interest,A113,الانماء,الانماء
2388,Banks_interest,B113,12,12
2389,Banks_interest,C113,0.0285,0.0285
2390,Banks_interest,D113,0.02786,0.02786
2391,Banks_interest,E113,0.02786,0.02786
2392,Banks_interest,A114,الانماء,الانماء
2393,Banks_interest,B114,13,13
2394,Banks_interest,C114,0.029,0.029
2395,Banks_interest,D114,0.02854,0.02854
2396,Banks_interest,E114,0.02854,0.02854
2397,Banks_interest,A115,الانماء,الانماء
2398,Banks_interest,B115,14,14
2399,Banks_interest,C115,0.029500000000000002,0.029500000000000002
2400,Banks_interest,D115,0.02922,0.02922
2401,Banks_interest,E115,0.02922,0.02922
2402,Banks_interest,A116,الانماء,الانماء
2403,Banks_interest,B116,15,15
2404,Banks_interest,C116,0.03,0.03
2405,Banks_interest,D116,0.0299,0.0299
2406,Banks_interest,E116,0.0299,0.0299
2407,Banks_interest,A117,الانماء,الانماء
2408,Banks_interest,B117,16,16
2409,Banks_interest,C117,0.0305,0.0305
2410,Banks_interest,D117,0.0305,0.0305
2411,Banks_interest,E117,0.0305,0.0305
2412,Banks_interest,A118,الانماء,الانماء
2413,Banks_interest,B118,17,17
2414,Banks_interest,C118,0.031,0.031
2415,Banks_interest,D118,0.0311,0.0311
2416,Banks_interest,E118,0.0311,0.0311
2417,Banks_interest,A119,الانماء,الانماء
2418,Banks_interest,B119,18,18
2419,Banks_interest,C119,0.0315,0.0315
2420,Banks_interest,D119,0.0317,0.0317
2421,Banks_interest,E119,0.0317,0.0317
2422,Banks_interest,A120,الانماء,الانماء
2423,Banks_interest,B120,19,19
2424,Banks_interest,C120,0.032,0.032
2425,Banks_interest,D120,0.032299999999999995,0.032299999999999995
2426,Banks_interest,E120,0.032299999999999995,0.032299999999999995
2427,Banks_interest,A121,الانماء,الانماء
2428,Banks_interest,B121,20,20
2429,Banks_interest,C121,0.0325,0.0325
2430,Banks_interest,D121,0.0329,0.0329
2431,Banks_interest,E121,0.0329,0.0329
2432,Banks_interest,A122,الانماء,الانماء
2433,Banks_interest,B122,21,21
2434,Banks_interest,C122,0.033,0.033
2435,Banks_interest,D122,0.03342,0.03342
2436,Banks_interest,E122,0.03342,0.03342
2437,Banks_interest,A123,الانماء,الانماء
2438,Banks_interest,B123,22,22
2439,Banks_interest,C123,0.0335,0.0335
2440,Banks_interest,D123,0.03394,0.03394
2441,Banks_interest,E123,0.03394,0.03394
2442,Banks_interest,A124,الانماء,الانماء
2443,Banks_interest,B124,23,23
2444,Banks_interest,C124,0.034,0.034
2445,Banks_interest,D124,0.03446,0.03446
2446,Banks_interest,E124,0.03446,0.03446
2447,Banks_interest,A125,الانماء,الانماء
2448,Banks_interest,B125,24,24
2449,Banks_interest,C125,0.0345,0.0345
2450,Banks_interest,D125,0.03498,0.03498
2451,Banks_interest,E125,0.03498,0.03498
2452,Banks_interest,A126,الانماء,الانماء
2453,Banks_interest,B126,25,25
2454,Banks_interest,C126,0.035,0.035
2455,Banks_interest,D126,0.0355,0.0355
2456,Banks_interest,E126,0.0355,0.0355
2457,Banks_interest,A127,الانماء,الانماء
2458,Banks_interest,B127,26,26
2459,Banks_interest,C127,0.0356,0.0356
2460,Banks_interest,D127,0.0355,0.0355
2461,Banks_interest,E127,0.0355,0.0355
2462,Banks_interest,A128,الانماء,الانماء
2463,Banks_interest,B128,27,27
2464,Banks_interest,C128,0.036199999999999996,0.036199999999999996
2465,Banks_interest,D128,0.0355,0.0355
2466,Banks_interest,E128,0.0355,0.0355
2467,Banks_interest,A129,الانماء,الانماء
2468,Banks_interest,B129,28,28
2469,Banks_interest,C129,0.03679999999999999,0.03679999999999999
2470,Banks_interest,D129,0.0355,0.0355
2471,Banks_interest,E129,0.0355,0.0355
2472,Banks_interest,A130,الانماء,الانماء
2473,Banks_interest,B130,29,29
2474,Banks_interest,C130,0.03739999999999999,0.03739999999999999
2475,Banks_interest,D130,0.0355,0.0355
2476,Banks_interest,E130,0.0355,0.0355
2477,Banks_interest,A131,الانماء,الانماء
2478,Banks_interest,B131,30,30
2479,Banks_interest,C131,0.038,0.038
2480,Banks_interest,D131,0.0355,0.0355
2481,Banks_interest,E131,0.0355,0.0355
2482,Banks_interest,A132,السعودي للاستثمار,السعودي للاستثمار
2483,Banks_interest,B132,5,5
2484,Banks_interest,C132,0.024999999999999998,0.024999999999999998
2485,Banks_interest,D132,0.0231,0.0231
2486,Banks_interest,E132,0.0231,0.0231
2487,Banks_interest,A133,السعودي للاستثمار,السعودي للاستثمار
2488,Banks_interest,B133,6,6
2489,Banks_interest,C133,0.0255,0.0255
2490,Banks_interest,D133,0.02378,0.02378
2491,Banks_interest,E133,0.02378,0.02378
2492,Banks_interest,A134,السعودي للاستثمار,السعودي للاستثمار
2493,Banks_interest,B134,7,7
2494,Banks_interest,C134,0.026,0.026
2495,Banks_interest,D134,0.02446,0.02446
2496,Banks_interest,E134,0.02446,0.02446
2497,Banks_interest,A135,السعودي للاستثمار,السعودي للاستثمار
2498,Banks_interest,B135,8,8
2499,Banks_interest,C135,0.0265,0.0265
2500,Banks_interest,D135,0.02514,0.02514
2501,Banks_interest,E135,0.02514,0.02514
2502,Banks_interest,A136,السعودي للاستثمار,السعودي للاستثمار
2503,Banks_interest,B136,9,9
2504,Banks_interest,C136,0.027,0.027
2505,Banks_interest,D136,0.02582,0.02582
2506,Banks_interest,E136,0.02582,0.02582
2507,Banks_interest,A137,السعودي للاستثمار,السعودي للاستثمار
2508,Banks_interest,B137,10,10
2509,Banks_interest,C137,0.0275,0.0275
2510,Banks_interest,D137,0.0265,0.0265
2511,Banks_interest,E137,0.0265,0.0265
2512,Banks_interest,A138,السعودي للاستثمار,السعودي للاستثمار
2513,Banks_interest,B138,11,11
2514,Banks_interest,C138,0.028,0.028
2515,Banks_interest,D138,0.02718,0.02718
2516,Banks_interest,E138,0.02718,0.02718
2517,Banks_interest,A139,السعودي للاستثمار,السعودي للاستثمار
2518,Banks_interest,B139,12,12
2519,Banks_interest,C139,0.0285,0.0285
2520,Banks_interest,D139,0.02786,0.02786
2521,Banks_interest,E139,0.02786,0.02786
2522,Banks_interest,A140,السعودي للاستثمار,السعودي للاستثمار
2523,Banks_interest,B140,13,13
2524,Banks_interest,C140,0.029,0.029
2525,Banks_interest,D140,0.02854,0.02854
2526,Banks_interest,E140,0.02854,0.02854
2527,Banks_interest,A141,السعودي للاستثمار,السعودي للاستثمار
2528,Banks_interest,B141,14,14
2529,Banks_interest,C141,0.029500000000000002,0.029500000000000002
2530,Banks_interest,D141,0.02922,0.02922
2531,Banks_interest,E141,0.02922,0.02922
2532,Banks_interest,A142,السعودي للاستثمار,السعودي للاستثمار
2533,Banks_interest,B142,15,15
2534,Banks_interest,C142,0.03,0.03
2535,Banks_interest,D142,0.0299,0.0299
2536,Banks_interest,E142,0.0299,0.0299
2537,Banks_interest,A143,السعودي للاستثمار,السعودي للاستثمار
2538,Banks_interest,B143,16,16
2539,Banks_interest,C143,0.0305,0.0305
2540,Banks_interest,D143,0.0305,0.0305
2541,Banks_interest,E143,0.0305,0.0305
2542,Banks_interest,A144,السعودي للاستثمار,السعودي للاستثمار
2543,Banks_interest,B144,17,17
2544,Banks_interest,C144,0.031,0.031
2545,Banks_interest,D144,0.0311,0.0311
2546,Banks_interest,E144,0.0311,0.0311
2547,Banks_interest,A145,السعودي للاستثمار,السعودي للاستثمار
2548,Banks_interest,B145,18,18
2549,Banks_interest,C145,0.0315,0.0315
2550,Banks_interest,D145,0.0317,0.0317
2551,Banks_interest,E145,0.0317,0.0317
2552,Banks_interest,A146,السعودي للاستثمار,السعودي للاستثمار
2553,Banks_interest,B146,19,19
2554,Banks_interest,C146,0.032,0.032
2555,Banks_interest,D146,0.032299999999999995,0.032299999999999995
2556,Banks_interest,E146,0.032299999999999995,0.032299999999999995
2557,Banks_interest,A147,السعودي للاستثمار,السعودي للاستثمار
2558,Banks_interest,B147,20,20
2559,Banks_interest,C147,0.0325,0.0325
2560,Banks_interest,D147,0.0329,0.0329
2561,Banks_interest,E147,0.0329,0.0329
2562,Banks_interest,A148,السعودي للاستثمار,السعودي للاستثمار
2563,Banks_interest,B148,21,21
2564,Banks_interest,C148,0.033,0.033
2565,Banks_interest,D148,0.03342,0.03342
2566,Banks_interest,E148,0.03342,0.03342
2567,Banks_interest,A149,السعودي للاستثمار,السعودي للاستثمار
2568,Banks_interest,B149,22,22
2569,Banks_interest,C149,0.0335,0.0335
2570,Banks_interest,D149,0.03394,0.03394
2571,Banks_interest,E149,0.03394,0.03394
2572,Banks_interest,A150,السعودي للاستثمار,السعودي للاستثمار
2573,Banks_interest,B150,23,23
2574,Banks_interest,C150,0.034,0.034
2575,Banks_interest,D150,0.03446,0.03446
2576,Banks_interest,E150,0.03446,0.03446
2577,Banks_interest,A151,السعودي للاستثمار,السعودي للاستثمار
2578,Banks_interest,B151,24,24
2579,Banks_interest,C151,0.0345,0.0345
2580,Banks_interest,D151,0.03498,0.03498
2581,Banks_interest,E151,0.03498,0.03498
2582,Banks_interest,A152,السعودي للاستثمار,السعودي للاستثمار
2583,Banks_interest,B152,25,25
2584,Banks_interest,C152,0.035,0.035
2585,Banks_interest,D152,0.0355,0.0355
2586,Banks_interest,E152,0.0355,0.0355
2587,Banks_interest,A153,السعودي للاستثمار,السعودي للاستثمار
2588,Banks_interest,B153,26,26
2589,Banks_interest,C153,0.0356,0.0356
2590,Banks_interest,D153,0.0355,0.0355
2591,Banks_interest,E153,0.0355,0.0355
2592,Banks_interest,A154,السعودي للاستثمار,السعودي للاستثمار
2593,Banks_interest,B154,27,27
2594,Banks_interest,C154,0.036199999999999996,0.036199999999999996
2595,Banks_interest,D154,0.0355,0.0355
2596,Banks_interest,E154,0.0355,0.0355
2597,Banks_interest,A155,السعودي للاستثمار,السعودي للاستثمار
2598,Banks_interest,B155,28,28
2599,Banks_interest,C155,0.03679999999999999,0.03679999999999999
2600,Banks_interest,D155,0.0355,0.0355
2601,Banks_interest,E155,0.0355,0.0355
2602,Banks_interest,A156,السعودي للاستثمار,السعودي للاستثمار
2603,Banks_interest,B156,29,29
2604,Banks_interest,C156,0.03739999999999999,0.03739999999999999
2605,Banks_interest,D156,0.0355,0.0355
2606,Banks_interest,E156,0.0355,0.0355
2607,Banks_interest,A157,السعودي للاستثمار,السعودي للاستثمار
2608,Banks_interest,B157,30,30
2609,Banks_interest,C157,0.038,0.038
2610,Banks_interest,D157,0.0355,0.0355
2611,Banks_interest,E157,0.0355,0.0355
2612,Banks_interest,A158,البلاد,البلاد
2613,Banks_interest,B158,5,5
2614,Banks_interest,C158,0.024999999999999998,0.024999999999999998
2615,Banks_interest,D158,0.0231,0.0231
2616,Banks_interest,E158,0.0231,0.0231
2617,Banks_interest,A159,البلاد,البلاد
2618,Banks_interest,B159,6,6
2619,Banks_interest,C159,0.0255,0.0255
2620,Banks_interest,D159,0.02378,0.02378
2621,Banks_interest,E159,0.02378,0.02378
2622,Banks_interest,A160,البلاد,البلاد
2623,Banks_interest,B160,7,7
2624,Banks_interest,C160,0.026,0.026
2625,Banks_interest,D160,0.02446,0.02446
2626,Banks_interest,E160,0.02446,0.02446
2627,Banks_interest,A161,البلاد,البلاد
2628,Banks_interest,B161,8,8
2629,Banks_interest,C161,0.0265,0.0265
2630,Banks_interest,D161,0.02514,0.02514
2631,Banks_interest,E161,0.02514,0.02514
2632,Banks_interest,A162,البلاد,البلاد
2633,Banks_interest,B162,9,9
2634,Banks_interest,C162,0.027,0.027
2635,Banks_interest,D162,0.02582,0.02582
2636,Banks_interest,E162,0.02582,0.02582
2637,Banks_interest,A163,البلاد,البلاد
2638,Banks_interest,B163,10,10
2639,Banks_interest,C163,0.0275,0.0275
2640,Banks_interest,D163,0.0265,0.0265
2641,Banks_interest,E163,0.0265,0.0265
2642,Banks_interest,A164,البلاد,البلاد
2643,Banks_interest,B164,11,11
2644,Banks_interest,C164,0.028,0.028
2645,Banks_interest,D164,0.02718,0.02718
2646,Banks_interest,E164,0.02718,0.02718
2647,Banks_interest,A165,البلاد,البلاد
2648,Banks_interest,B165,12,12
2649,Banks_interest,C165,0.0285,0.0285
2650,Banks_interest,D165,0.02786,0.02786
2651,Banks_interest,E165,0.02786,0.02786
2652,Banks_interest,A166,البلاد,البلاد
2653,Banks_interest,B166,13,13
2654,Banks_interest,C166,0.029,0.029
2655,Banks_interest,D166,0.02854,0.02854
2656,Banks_interest,E166,0.02854,0.02854
2657,Banks_interest,A167,البلاد,البلاد
2658,Banks_interest,B167,14,14
2659,Banks_interest,C167,0.029500000000000002,0.029500000000000002
2660,Banks_interest,D167,0.02922,0.02922
2661,Banks_interest,E167,0.02922,0.02922
2662,Banks_interest,A168,البلاد,البلاد
2663,Banks_interest,B168,15,15
2664,Banks_interest,C168,0.03,0.03
2665,Banks_interest,D168,0.0299,0.0299
2666,Banks_interest,E168,0.0299,0.0299
2667,Banks_interest,A169,البلاد,البلاد
2668,Banks_interest,B169,16,16
2669,Banks_interest,C169,0.0305,0.0305
2670,Banks_interest,D169,0.0305,0.0305
2671,Banks_interest,E169,0.0305,0.0305
2672,Banks_interest,A170,البلاد,البلاد
2673,Banks_interest,B170,17,17
2674,Banks_interest,C170,0.031,0.031
2675,Banks_interest,D170,0.0311,0.0311
2676,Banks_interest,E170,0.0311,0.0311
2677,Banks_interest,A171,البلاد,البلاد
2678,Banks_interest,B171,18,18
2679,Banks_interest,C171,0.0315,0.0315
2680,Banks_interest,D171,0.0317,0.0317
2681,Banks_interest,E171,0.0317,0.0317
2682,Banks_interest,A172,البلاد,البلاد
2683,Banks_interest,B172,19,19
2684,Banks_interest,C172,0.032,0.032
2685,Banks_interest,D172,0.032299999999999995,0.032299999999999995
2686,Banks_interest,E172,0.032299999999999995,0.032299999999999995
2687,Banks_interest,A173,البلاد,البلاد
2688,Banks_interest,B173,20,20
2689,Banks_interest,C173,0.0325,0.0325
2690,Banks_interest,D173,0.0329,0.0329
2691,Banks_interest,E173,0.0329,0.0329
2692,Banks_interest,A174,البلاد,البلاد
2693,Banks_interest,B174,21,21
2694,Banks_interest,C174,0.033,0.033
2695,Banks_interest,D174,0.03342,0.03342
2696,Banks_interest,E174,0.03342,0.03342
2697,Banks_interest,A175,البلاد,البلاد
2698,Banks_interest,B175,22,22
2699,Banks_interest,C175,0.0335,0.0335
2700,Banks_interest,D175,0.03394,0.03394
2701,Banks_interest,E175,0.03394,0.03394
2702,Banks_interest,A176,البلاد,البلاد
2703,Banks_interest,B176,23,23
2704,Banks_interest,C176,0.034,0.034
2705,Banks_interest,D176,0.03446,0.03446
2706,Banks_interest,E176,0.03446,0.03446
2707,Banks_interest,A177,البلاد,البلاد
2708,Banks_interest,B177,24,24
2709,Banks_interest,C177,0.0345,0.0345
2710,Banks_interest,D177,0.03498,0.03498
2711,Banks_interest,E177,0.03498,0.03498
2712,Banks_interest,A178,البلاد,البلاد
2713,Banks_interest,B178,25,25
2714,Banks_interest,C178,0.035,0.035
2715,Banks_interest,D178,0.0355,0.0355
2716,Banks_interest,E178,0.0355,0.0355
2717,Banks_interest,A179,البلاد,البلاد
2718,Banks_interest,B179,26,26
2719,Banks_interest,C179,0.0356,0.0356
2720,Banks_interest,D179,0.0355,0.0355
2721,Banks_interest,E179,0.0355,0.0355
2722,Banks_interest,A180,البلاد,البلاد
2723,Banks_interest,B180,27,27
2724,Banks_interest,C180,0.036199999999999996,0.036199999999999996
2725,Banks_interest,D180,0.0355,0.0355
2726,Banks_interest,E180,0.0355,0.0355
2727,Banks_interest,A181,البلاد,البلاد
2728,Banks_interest,B181,28,28
2729,Banks_interest,C181,0.03679999999999999,0.03679999999999999
2730,Banks_interest,D181,0.0355,0.0355
2731,Banks_interest,E181,0.0355,0.0355
2732,Banks_interest,A182,البلاد,البلاد
2733,Banks_interest,B182,29,29
2734,Banks_interest,C182,0.03739999999999999,0.03739999999999999
2735,Banks_interest,D182,0.0355,0.0355
2736,Banks_interest,E182,0.0355,0.0355
2737,Banks_interest,A183,البلاد,البلاد
2738,Banks_interest,B183,30,30
2739,Banks_interest,C183,0.038,0.038
2740,Banks_interest,D183,0.0355,0.0355
2741,Banks_interest,E183,0.0355,0.0355
2742,Banks_interest,A184,السعودي البريطاني,السعودي البريطاني
2743,Banks_interest,B184,5,5
